	blast_score	multiblast_score	n_hits	normalized_score	qry_cluster	qry_gene	qry_gene_end	qry_gene_start	qry_gene_strand	qry_genes_len	qry_strain	ref_cluster	ref_genes_len	ref_strain	svg
9653	2412	3.0	3	0.08571428571428572	contig_6.region007	nohomolog	301	1	-1	3	ATCC_20542	CH476604.1.region002	18	NIH	ATCC20542/contig6region007/svg/clusterblast1_3
9672	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	89207	88812	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9673	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	87971	86073	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9674	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	85990	84557	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9675	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	84060	83284	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9676	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	82705	80472	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9677	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	80069	78814	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9678	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	78339	77411	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9679	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	76678	76034	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9680	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	74732	72878	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9681	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	72596	71310	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9682	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	71057	69786	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9683	1652	3.5	3	0.08571428571428572	contig_6.region007	EAU32666	69473	61618	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9684	1652	3.5	3	0.08571428571428572	contig_6.region007	EAU32665	61406	60612	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9685	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	59326	56780	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9686	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	56391	52147	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9687	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	50649	50124	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9688	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	48856	47281	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9689	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	45040	42844	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9690	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	42286	41456	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9691	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	41390	39389	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9692	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	38414	36231	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9693	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	35986	35485	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9694	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	35180	34190	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9695	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	34144	33260	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9696	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	32870	31805	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9697	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	31328	29812	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9698	1652	3.5	3	0.08571428571428572	contig_6.region007	EAU32666	28756	19695	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9699	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	19082	16389	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9700	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	16234	14245	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9701	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	11597	9803	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9702	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	9397	6467	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9703	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	6306	4678	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9704	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	4100	2827	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9705	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	2675	1828	1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9706	1652	3.5	3	0.08571428571428572	contig_6.region007	nohomolog	301	1	-1	3	ATCC_20542	CH476603.1.region003	13	NIH	ATCC20542/contig6region007/svg/clusterblast1_2
9720	36079	43.0	43	0.9142857142857143	contig_6.region007	nohomolog	89207	88812	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9721	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30215	87971	86073	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9722	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30216	85990	84557	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9723	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30217	84060	83284	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9724	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30218	82705	80472	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9725	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30219	80069	78814	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9726	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30220	78339	77411	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9727	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30221	76678	76034	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9728	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30222	74732	72878	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9729	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30223	72596	71310	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9730	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30224	71057	69786	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9731	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30237	69473	61618	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9732	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30226	61406	60612	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9733	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30227	59326	56780	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9734	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30228	56391	52147	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9735	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30229	50649	50124	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9736	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30230	48856	47281	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9737	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30231	45040	42844	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9738	36079	43.0	43	0.9142857142857143	contig_6.region007	nohomolog	42286	41456	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9739	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30232	41390	39389	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9740	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30233	38414	36231	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9741	36079	43.0	43	0.9142857142857143	contig_6.region007	nohomolog	35986	35485	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9742	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30234	35180	34190	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9743	36079	43.0	43	0.9142857142857143	contig_6.region007	nohomolog	34144	33260	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9744	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30235	32870	31805	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9745	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30236	31328	29812	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9746	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30225	28756	19695	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9747	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30238	19082	16389	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9748	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30239	16234	14245	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9749	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30240	11597	9803	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9750	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30241	9397	6467	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9751	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30242	6306	4678	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9752	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30243	4100	2827	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9753	36079	43.0	43	0.9142857142857143	contig_6.region007	EAU30244	2675	1828	1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9754	36079	43.0	43	0.9142857142857143	contig_6.region007	nohomolog	301	1	-1	32	ATCC_20542	CH476607.1.region003	30	NIH	ATCC20542/contig6region007/svg/clusterblast1_1
9785	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	45736	44012	-1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9786	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	42284	41757	1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9787	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	41215	39631	1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9788	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	39402	38155	1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9789	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	36553	35825	-1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9790	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	35740	34211	1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9791	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	33872	33397	1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9792	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	33308	32688	1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9793	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	31954	30794	1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9794	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	27648	19742	1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9795	45	1.0	1	0.05555555555555555	contig_6.region006	EAU32152	19180	17792	-1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9796	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	16630	15569	-1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9797	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	14954	14316	-1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9798	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	13294	11181	-1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9799	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	10737	10381	1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9800	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	7916	5832	1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9801	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	4711	2905	1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9802	45	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	1915	1	-1	1	ATCC_20542	CH476604.1.region003	10	NIH	ATCC20542/contig6region006/svg/clusterblast1_3
9813	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	45736	44012	-1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9814	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	42284	41757	1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9815	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	41215	39631	1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9816	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	39402	38155	1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9817	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	36553	35825	-1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9818	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	35740	34211	1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9819	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	33872	33397	1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9820	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	33308	32688	1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9821	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	31954	30794	1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9822	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	27648	19742	1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9823	61	1.0	1	0.05555555555555555	contig_6.region006	EAU32160	19180	17792	-1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9824	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	16630	15569	-1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9825	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	14954	14316	-1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9826	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	13294	11181	-1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9827	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	10737	10381	1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9828	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	7916	5832	1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9829	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	4711	2905	1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9830	61	1.0	1	0.05555555555555555	contig_6.region006	nohomolog	1915	1	-1	1	ATCC_20542	CH476604.1.region003	8	NIH	ATCC20542/contig6region006/svg/clusterblast1_2
9839	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	45736	44012	-1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9840	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	42284	41757	1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9841	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	41215	39631	1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9842	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	39402	38155	1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9843	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	36553	35825	-1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9844	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	35740	34211	1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9845	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	33872	33397	1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9846	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	33308	32688	1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9847	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	31954	30794	1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9848	1318	2.0	2	0.1111111111111111	contig_6.region006	EAU35431	27648	19742	1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9849	1318	2.0	2	0.1111111111111111	contig_6.region006	EAU35433	19180	17792	-1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9850	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	16630	15569	-1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9851	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	14954	14316	-1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9852	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	13294	11181	-1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9853	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	10737	10381	1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9854	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	7916	5832	1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9855	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	4711	2905	1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9856	1318	2.0	2	0.1111111111111111	contig_6.region006	nohomolog	1915	1	-1	2	ATCC_20542	CH476598.1.region001	18	NIH	ATCC20542/contig6region006/svg/clusterblast1_1
9875	11442	15.5	15	0.9285714285714286	contig_6.region005	nohomolog	38726	38509	-1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9876	11442	15.5	15	0.9285714285714286	contig_6.region005	EAU30273	38236	37628	1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9877	11442	15.5	15	0.9285714285714286	contig_6.region005	EAU30274	36813	35246	-1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9878	11442	15.5	15	0.9285714285714286	contig_6.region005	EAU30275	34894	34338	1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9879	11442	15.5	15	0.9285714285714286	contig_6.region005	EAU30276	32784	30520	-1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9880	11442	15.5	15	0.9285714285714286	contig_6.region005	nohomolog	30230	28470	1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9881	11442	15.5	15	0.9285714285714286	contig_6.region005	EAU30279	21764	18510	-1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9882	11442	15.5	15	0.9285714285714286	contig_6.region005	EAU30280	17099	16338	1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9883	11442	15.5	15	0.9285714285714286	contig_6.region005	EAU30280	16049	14618	1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9884	11442	15.5	15	0.9285714285714286	contig_6.region005	EAU30281	14382	13069	-1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9885	11442	15.5	15	0.9285714285714286	contig_6.region005	EAU30283	12407	9497	-1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9886	11442	15.5	15	0.9285714285714286	contig_6.region005	EAU30284	8184	4969	-1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9887	11442	15.5	15	0.9285714285714286	contig_6.region005	EAU30285	4573	2414	1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9888	11442	15.5	15	0.9285714285714286	contig_6.region005	EAU30286	1915	1	1	13	ATCC_20542	CH476607.1.region004	15	NIH	ATCC20542/contig6region005/svg/clusterblast1_1
9904	3121	5.5	5	1.0	contig_6.region004	EAU30431	11126	7368	1	4	ATCC_20542	CH476607.1.region005	4	NIH	ATCC20542/contig6region004/svg/clusterblast1_1
9905	3121	5.5	5	1.0	contig_6.region004	EAU30432	6950	5001	1	4	ATCC_20542	CH476607.1.region005	4	NIH	ATCC20542/contig6region004/svg/clusterblast1_1
9906	3121	5.5	5	1.0	contig_6.region004	EAU30433	4326	3544	-1	4	ATCC_20542	CH476607.1.region005	4	NIH	ATCC20542/contig6region004/svg/clusterblast1_1
9907	3121	5.5	5	1.0	contig_6.region004	EAU30434	1235	594	1	4	ATCC_20542	CH476607.1.region005	4	NIH	ATCC20542/contig6region004/svg/clusterblast1_1
9912	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	51043	49394	-1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9913	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	48717	46529	-1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9914	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	45888	43095	1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9915	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	42417	40999	-1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
